Number,Name
1,SCB_0/GPIO_6
2,SCB_5/GPIO_7CY7C65211/
3,VSSDCY7C65211A
4,GPIO_8
5,GPIO_9
6,GPIO_10
7,GPIO_11
8,SUSPEND
9,WAKEUP
10,USBDP
11,USBDM
12,VCCD
13,VSSD
14,nXRES
15,VBUS
16,VSSD
17,VSSA
18,GPIO_0
19,GPIO_1
20,SCB_1/GPIO_2
21,SCB_2/GPIO_3
22,SCB_3/GPIO_4
23,SCB_4/GPIO_5
24,VDDD
