Number,Name
1,VREF
2,PWM
3,GND
4,SS
5,RT
6,SHDN/UVLO
7,INTVCC
8,VIN
9,SENSE
10,GATE
11,PWMOUT
12,FB
13,ISN
14,ISP
15,VC
16,CTRL
17,GND
