Number,Name
1,COSC
2,RUN/SS
3,LBO
4,LBI
5,ITH
6,SFB
7,SGND
8,VPROG
9,VOSENSE
10,SENSE–
11,SENSE+
12,AUXON
13,AUXFB
14,AUXDR
15,EXTVCC
16,PGND
17,BG
18,INTVCC
19,VIN
20,TGS
21,SW
22,TGL
23,BOOST
24,POR
