Number,Name
1,BST_A+
2,OUT_A+
3,PVDD
4,PVDD
5,DGND
6,DVDD
7,VR_DIG
8,ADR
9,GPIO0
10,GPIO1
11,GPIO2
12,LRCLK
13,SCLK
14,SDIN
15,SDA
16,SCL
17, PDN
18, GVDD
19, AVDD
20, AGND
21, PVDD
22, PVDD
23, OUT_B+
24, BST_B+
25,PGND
26,PGND
27,OUT_B-
28,BST_B-
29,BST_A-
30,OUT_A-
31,PGND
32,PGND
