Number,Name
1,(MOSI) PB5
2,(MISO) PB6
3,(SCK) PB7
4,RESET
5,VCC
6,GND
7,XTAL2
8,XTAL1
9,(RXD) PD0
10,(TXD) PD1
11,(INT0) PD2
1,I2
1,I2
1,I2
1,I2
1,I2
1,I2
1,I2
1,I2
1,I2
2,(SDA) PC1
2,(TCK) PC2
2,(TMS) PC3
2,INT0) PD2
3,(OC1B) PD4
3,I2
5,(ICP1) PD6
8,GND
9,(OC2) PD7
9,(SCL) PC0
2,PC3
4,PC3
23,PC4 (TDO)
24,PC5 (TDI)
25,PC6 (TOSC1)
26,PC7 (TOSC2)
27,AVCC
28,GND
29,AREF
30,PA7 (ADC7)
31,PA6 (ADC6)
32,PA5 (ADC5)
33,PA4 (ADC4)
3,PA2 (ADC2)
3,PA3 (ADC3)
4,PA3 (ADC3)
5,PA2 (ADC2)
6,PA1 (ADC1)
