Number,Name
2,(ICP1) PD6
2,PD7(OC2
2,PC0 (SCL)
2,PC1 (SDA)
2,PC3(TMS)
2,TXD)
2,PC0 (SCL)
3,PC1 (SDA)
5,TXD)
5,(INT0) PD2
8,PC1 (SDA)
9,PC3(TMS)
9,TXD)
36,(SS) PB4
37,/AIN1) PB3
38,2/AIN0) PB2
39,(T1) PB1
40,CK/T0) PB0
123459,/AIN1) PB3
