Number,Name
1,I2C SDA
2,I2C SCL
3,CS0/PS0
4,CS1/PS1
5,CMOD
6,VCC
7,VDD
8,VSS
9,CS5/GPO0
10,CS6/GPO1
11,CS7/GPO2
12,CS8/GPO3
13,SOICCS2/GUARD
14,CS9/GPO4/HI/BUZ
15,CS3
16,CS4/SH
