Number,Name
1,DVCC
2,DVCC
3,P1.2/TA0.1/A2/CA2
4,DVCC
5,DVCC
6,AVCC
7,/
8,/TDO/TDI
9,RST/NMI/SBWTDIO
10,TEST/SBWTCK
11,XOUT/P2.7
12,XIN/P2.6/TA0.1
13,AVSS
14,DVSS
15,AVCC
16,DVCC
