Number,Name
1,DVCC
2,P1.0/TA0CLK/ACLK/A0/CA0
3,P1.1/TA0.0/A1/CA1
4,P1.2/TA0.1/A2/CA2
5,P1.3/ADC10CLK/CAOUT/A3/VREF-/VEREF-/CA3
6,P1.7
7,P1.5/TA0.0/SCLK/A5/CA5/TMS
8,P1.6/TA0.1/SDO/SCL/A6/CA6/TDI/TCLK
9,P1.7
10,RST/NMI/SBWTDIO
11,TEST/SBWTCK
12,XOUT/P2.7
13,XIN/P2.6/TA0.1
14,DVSS
