Number,Name
1,GND
2,HP_R
3,GND
4,HP_VGND
5,VDDA
6,HP_L
7,AGND
8,NC
9,NC
10,VAG
11,LINEOUT_R
12,LINEOUT_L
13,LINEIN_R
14,LINEIN_L
15,MIC
16,MIC_BIAS
17,NC
18,CPFILT
19,NC
20,VDDIO
21,SYS_MCLK
22,NC
23,I2S_LRCLK
24,I2S_SCLK
25,I2S_DOUT
26,I2S_DIN
27,CTRL_DATA
28,NC
29,CTRL_CLK
30,VDDD
31,CTRL_ADR0_CS
32,CTRL_MODE
