Number,Name
1,HP_R
2,HP_VGND
3,VDDA
4,HP_L
5,VAG
6,LINEOUT_R
7,LINEOUT_L
8,LINEIN_R
9,LINEIN_L
10,MIC
11,MIC_BIAS
12,VDDIO
13,SYS_MCLK
14,I2S_LRCLK
15,I2S_SCLK
16,I2S_DOUT
17,I2S_DIN
18,CTRL_DATA
19,CTRL_CLK
20,VDDD
