Number,Name
1,PWMOUT
2,FB
3,ISN
4,ISP
5,VC
6,CTRL
7,VREF
8,VREF
9,SYNC OR OPENLED
10,SS
11,RT
12,INTVCC
13,VIN
14,VIN
15,SENSE
16,GATE
