Number,Name
1,NC
2,AVDD
3,VOUTA
4,VOUTC
5,VOUTE
6,VOUTG
7,NC
8,VREFIN
9,RSTSEL
10,ADDR1
11,ADDR0
12,CLR
13,VOUTH
14,VOUTF
15,VOUTD
16,VOUTB
17,GND
18,NC
19,SDA
20,SCL
21,TWOC
22,LDAC
23,NC
24,NC
