Number,Name
1,AINA+
2,AINA–
3,REFHA
4,REFHA
5,REFLA
6,REFLA
7,VDD
8,CLKA
9,CLKB
10,VDD
11,REFLB
12,REFLB
13,REFHB
14,REFHB
15,AINB–
16,AINB+
17,GND
18,VDD
19,SENSEB
20,VCMB
21,MUX
22,SHDNB
23,OEB
24,NC
25,NC
26,DB0
27,DB1
28,DB2
29,DB3
30,DB4
31,OGND
32,OVDD
33,DB5
34,DB6
35,DB7
36,DB8
37,DB9
38,DB10
39,DB11
40,OFB
41,NC
42,NC
43,DA0
44,DA1
45,DA2
46,DA3
47,DA4
48,DA5
49,OVDD
50,OGND
51,DA6
52,DA7
53,DA8
54,DA9
55,DA10
56,DA11
57,OFA
58,OEA
59,SHDNA
60,MODE
61,VCMA
62,SENSEA
63,VDD
64,GND
