Number,Name
1,CS0/PS0
2,CS1/PS1
3,CMOD
4,VCC
5,VDDIO
6,VDD
7,VSS
8,VSS
9,CS6/GPO2
10,CS6/GPO2
11,CS7/GPO3/SH
12,CS3
13,CS3
14,I2C SDA
15,I2C SCL
16,HI/BUZ
