Number,Name
1,CH3
2,CH4
3,CH5
4,CH6
5,CH7
6,COM
7,VREF
8,REFCOMP
9,GND
10,GND
11,GND
12,VDD
13,VDD
14,AD0
15,AD1
16,SCL
17,SDA
18,GND
19,GND
20,GND
21,VDD
22,CH0
23,CH1
24,CH2
