Number,Name
1,Q0+
2,Q0-
3,Q1+
4,Q1-
5,DNC
6,DNC
7,VDD
8,EN
9,REF_IN-
10,VREF-AC
11,VTH
12,REF_IN+
13,GND
14,VDD
15,DNC
16,DNC
