Number,Name
1,PLL LPF
2,COSC
3,RUN/SS
4,ITH
5,SFB
6,SGND
7,VPROG
8,VOSENSE
9,SENSE–
10,SENSE+
11,AUXON
12,AUXFB
13,AUXDR
14,EXTVCC
15,PGND
16,BG
17,INTVCC
18,VIN
19,TGS
20,SW
21,TGL
22,BOOST
23,POR
24,PLLIN
