Number,Name
1,PLL LPF
2,COSC
3,RUN/SS
4,LBO
5,LBI
6,ITH
7,SFB
8,SGND
9,VPROG
10,VOSENSE
11,NC
12,SENSE–
13,SENSE+
14,AUXON
15,AUXFB
16,AUXDR
17,EXTVCC
18,PGND
19,BG
20,DRVCC
21,INTVCC
22,VIN
23,TGS
24,SW
25,TGL
26,BOOST
27,POR
28,PLLIN
