Number,Name
1,CLKOUT
2,NXT
3,DATA0
4,DATA1
5,DATA2
6,DATA3
7,DATA4
8,DATA5
9,DATA6
10,DATA7
11,SPK_L
12,SPK_R
13,DP
14,DM
15,VDD33
16,VBAT
17,VBUS
18,ID
19,RBIAS
20,REFCLK
21,RESETB
22,VDD18
23,STP
24,DIR
